,Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Consumer_Rating_binned
125,2022,Honda,Accord Sport 2.0T,New,34755.0,5.0,38,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F3XNA025034,52101,81.0,5.0,5.0,5.0,5.0,5.0,5.0,IN,Dealer,5
126,2023,Honda,CR-V EX,New,34405.0,4.7,38,Canyon,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H48PE012977,53123,3.0,5.0,5.0,5.0,4.0,4.0,5.0,IN,Dealer,4
127,2022,Honda,Accord Hybrid Sport,New,32158.0,3.0,2142,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA032871,41765-14,0.0,4.9,5.0,5.0,4.9,4.9,5.0,OH,Dealer,3
130,2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,2546,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA041327,NA041327,20.0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer,5
131,2023,Honda,Odyssey Elite,New,50765.0,4.4,306,–,–,Front-wheel Drive,Gasoline,10-Speed Automatic,V6 Cylinder Engine,5FNRL6H94PB017593,234005,0.0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer,4
132,2022,Honda,Pilot EX-L,New,43195.0,5.0,306,Platinum White Pearl,Blk Lth,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF6H53NB087521,225043,0.0,5.0,5.0,5.0,5.0,5.0,5.0,MI,Dealer,5
133,2022,Honda,Passport EX-L,New,40995.0,4.9,306,Crystal Black Pearl,Blk Lth-Trmmed Seats,All-wheel Drive,Gasoline,9-Speed Automatic,V6 Cylinder Engine,5FNYF8H51NB026292,226018,0.0,5.0,5.0,4.9,5.0,4.9,5.0,MI,Dealer,4
134,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.8,3335,Lunar Silver Metallic,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H91PH800343,QG23185,0.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,4
135,2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.8,3335,Platinum White Pearl,Black,All-wheel Drive,Hybrid,Variable,Gas/Electric I-4 2.0 L/122,2HKRS6H93PH801655,QG23260,0.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,4
136,2022,Honda,Pilot TrailSport,New,48343.0,4.6,1097,Sonic Gray Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB094305,27195,10.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,4
137,2023,Honda,CR-V Hybrid Sport Touring,New,41688.0,4.6,1097,Crystal Black Pearl,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800437,27289,5.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,4
138,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.8,1152,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,–,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H98PH800436,H800436,3.0,5.0,3.0,4.0,4.0,5.0,5.0,GA,Dealer,4
139,2022,Honda,Pilot Special Edition,New,44600.0,5.0,14,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB086197,17243,2.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,5
140,2022,Honda,Pilot Sport,New,41770.0,5.0,14,Platinum White Pearl,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB105577,17405,2.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,5
141,2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.4,14,Platinum White Pearl,Black,All-wheel Drive,Hybrid,OTHER,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800554,17357,3.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,4
142,2023,Honda,CR-V Hybrid Sport Touring,New,39845.0,4.9,671,Crystal Black Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H96PH800466,64820,0.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,4
143,2023,Honda,CR-V Hybrid Sport,New,34090.0,4.4,0,Platinum,Black,FWD,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H55PH703699,7303699,10.0,5.0,3.0,4.0,4.0,5.0,5.0,OH,Dealer,4
147,2022,Honda,Accord Sport 2.0T,New,38550.0,5.0,20,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F36NA017223,HO7521,9.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,5
148,2023,Honda,CR-V EX,New,34250.0,4.4,880,White Pearl,–,All-wheel Drive,Gasoline,Automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH407165,91219,0.0,5.0,5.0,5.0,4.0,4.0,5.0,NC,Dealer,4
150,2022,Honda,Pilot Sport,New,41770.0,5.0,2945,Sonic Gray Pearl,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB095283,NB095283,3.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,5
151,2023,Honda,CR-V Hybrid Sport Touring,New,41235.0,4.7,2444,Platinum White Pearl,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH800308,PH800308,5.0,5.0,3.0,4.0,4.0,5.0,5.0,FL,Dealer,4
152,2022,Honda,Pilot EX-L,New,42000.0,5.0,3,Platinum White Pearl,Beige,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H57NB037196,CHS222157,6.0,5.0,5.0,5.0,5.0,5.0,5.0,NC,Dealer,5
153,2022,Honda,Accord Hybrid Sport,New,32165.0,5.0,3,Lunar,–,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F29NA041853,NA041853,10.0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer,5
154,2022,Honda,Passport EX-L,New,48205.0,4.9,1,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H57NB027706,N11176,0.0,5.0,5.0,4.9,5.0,4.9,5.0,NC,Dealer,4
155,2022,Honda,Passport EX-L,New,48600.0,4.9,1,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H54NB028974,N11245,0.0,5.0,5.0,4.9,5.0,4.9,5.0,NC,Dealer,4
156,2022,Honda,Accord Hybrid Sport,New,35401.0,5.0,1,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F2XNA046060,N11302,0.0,4.9,5.0,5.0,4.9,4.9,5.0,NC,Dealer,5
157,2022,Honda,Pilot Black Edition,New,53165.0,4.8,1438,Crystal,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H75NB088218,H221119,6.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,4
158,2022,Honda,Accord Touring,New,38810.0,4.9,2757,Platinum White Pearl,Ivory,Front-wheel Drive,Gasoline,Automatic,Intercooled Turbo Regular Unleaded I-4 2.0 L/122,1HGCV2F96NA000829,H43921,0.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,4
159,2022,Honda,Pilot Black Edition,New,53560.0,4.2,1147,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H7XNB102940,H221661,14.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,4
160,2022,Honda,Pilot TrailSport,New,46500.0,4.2,1147,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H89NB089980,H221550,14.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,4
161,2022,Honda,Pilot Sport,New,41770.0,3.4,260,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB102659,7129,1.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,3
162,2022,Honda,Pilot TrailSport,New,46105.0,3.4,260,Crystal Black Pearl,Black,AWD,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H82NB105307,7208,4.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,3
163,2022,Honda,Passport EX-L,New,41153.0,5.0,1664,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H5XNB028168,35399,2750.0,5.0,5.0,4.9,5.0,4.9,5.0,VA,Dealer,5
164,2022,Honda,Passport TrailSport,New,44660.0,4.4,878,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H60NB024283,58053,10.0,5.0,5.0,4.9,5.0,4.9,5.0,VA,Dealer,4
165,2022,Honda,Passport TrailSport,New,44660.0,5.0,2068,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H66NB032064,220956,12.0,5.0,5.0,4.9,5.0,4.9,5.0,MD,Dealer,5
166,2023,Honda,CR-V EX-L,New,35005.0,5.0,5590,Crystal Black Pearl,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS3H73PH300505,230093,15.0,5.0,5.0,5.0,4.0,4.0,5.0,FL,Dealer,5
173,2022,Honda,Civic Si Base,New,28990.0,4.7,502,Platinum White Pearl,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E58NH477074,NH477074,3.0,4.2,4.0,4.5,4.2,4.5,5.0,FL,Dealer,4
176,2022,Honda,CR-V EX,New,29485.0,4.7,3094,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,5J6RW1H58NA003252,X3252,11.0,4.9,4.8,4.7,4.8,4.7,4.9,FL,Dealer,4
177,2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,5.0,4674,Urban Gray,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H93PH800408,H34345,10.0,5.0,3.0,4.0,4.0,5.0,5.0,VA,Dealer,5
178,2023,Honda,Ridgeline RTL-E,New,46420.0,4.8,536,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,Regular Unleaded V-6 3.5 L/212,5FPYK3F73PB009006,H29499,0.0,5.0,4.8,4.8,4.2,5.0,5.0,DE,Dealer,4
180,2022,Honda,Pilot Touring 7-Passenger,New,48465.0,4.4,124,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H66NB083990,NB083990,3.0,5.0,5.0,5.0,5.0,5.0,5.0,PA,Dealer,4
181,2022,Honda,Pilot Special Edition,New,44205.0,4.5,3416,Black,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H23NB076475,NB076475,42.0,5.0,5.0,5.0,5.0,5.0,5.0,NJ,Dealer,4
183,2022,Honda,HR-V Sport,New,26545.0,4.8,830,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H15NM750603,220213,5.0,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer,4
184,2022,Honda,HR-V Sport,New,26545.0,4.8,830,Aegean Blue Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H10NM749827,220208,5.0,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer,4
186,2022,Honda,HR-V Sport,New,26940.0,4.8,830,Platinum,Black,All-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,3CZRU6H1XNM747017,220183,9.0,3.8,3.2,3.6,3.6,4.2,4.2,CT,Dealer,4
187,2023,Honda,CR-V Hybrid Sport,New,35745.0,4.9,435,Gray,Black,All-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,2HKRS6H52PH807508,H807508,5.0,5.0,3.0,4.0,4.0,5.0,5.0,MA,Dealer,4
188,2022,Honda,Pilot TrailSport,New,42687.0,4.6,1493,Lunar Silver Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB077803,H221019,13.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,4
189,2022,Honda,Pilot TrailSport,New,42780.0,4.6,1493,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB096450,H221121,15.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,4
190,2022,Honda,Pilot Sport,New,41770.0,5.0,951,White,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB092190,NB092190R,11.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
191,2022,Honda,Pilot Sport,New,41770.0,5.0,951,Gray,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB092319,NB092319R,11.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
192,2023,Honda,CR-V Hybrid Sport Touring,New,39447.0,4.6,1480,Meteorite Gray Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H91PH801220,PH801220,5.0,5.0,3.0,4.0,4.0,5.0,5.0,MA,Dealer,4
194,2022,Honda,Pilot Touring 7-Passenger,New,48465.0,5.0,1337,Modern Steel Metallic,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63NB093957,H221732,5.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
195,2022,Honda,Pilot Special Edition,New,44205.0,5.0,1337,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB103565,H221839,1.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
196,2022,Honda,Pilot Touring 7-Passenger,New,48860.0,5.0,1337,Deep Scarlet Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H63NB096969,H221764,1.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
197,2022,Honda,Pilot EX-L,New,44000.0,5.0,1337,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H56NB095046,H221741,1.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
198,2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.9,1450,Urban Gray Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH801118,34930,4.0,5.0,3.0,4.0,4.0,5.0,5.0,MA,Dealer,4
199,2022,Honda,Pilot EX-L,New,44000.0,5.0,1337,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50NB087377,H221631,1.0,5.0,5.0,5.0,5.0,5.0,5.0,MA,Dealer,5
200,2023,Honda,CR-V EX,New,34250.0,4.7,9,Radiant Red Metallic,Gray,AWD,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRS4H47PH400151,00830118,5.0,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer,4
201,2023,Honda,CR-V Hybrid Sport,New,34150.0,4.7,2869,Urban Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H57PH702375,PH702375,3.0,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer,4
202,2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,4.7,2376,Urban Gray Pearl,–,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H90PH801032,PH801032,8.0,5.0,3.0,4.0,4.0,5.0,5.0,CA,Dealer,4
205,2022,Honda,Pilot EX-L,New,42000.0,5.0,12,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H5XNB038388,5738388,5.0,5.0,5.0,5.0,5.0,5.0,5.0,CA,Dealer,5
207,2022,Honda,Pilot Sport,New,40770.0,5.0,333,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H30NB102877,78753,7.0,5.0,5.0,5.0,5.0,5.0,5.0,NV,Dealer,5
208,2022,Honda,Pilot Sport,New,39406.0,4.3,3504,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB086093,181854,12.0,5.0,5.0,5.0,5.0,5.0,5.0,AZ,Dealer,4
211,2022,Honda,Pilot Special Edition,New,43687.0,4.8,563,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB105186,H17169,3.0,5.0,5.0,5.0,5.0,5.0,5.0,WA,Dealer,4
213,2023,Honda,Ridgeline RTL-E,New,48820.0,4.8,6,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F70PB014597,X7017,5.0,5.0,4.8,4.8,4.2,5.0,5.0,NE,Dealer,4
214,2022,Honda,Accord Hybrid Base,New,32164.0,5.0,5,Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,1HGCV3F21NA044746,22041,0.0,4.9,5.0,5.0,4.9,4.9,5.0,OK,Dealer,5
215,2023,Honda,HR-V LX,New,24894.0,4.6,5,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,continuously variable (m cvt),4 Cylinder Engine,3CZRZ1H30PM708249,23007,12.0,4.0,5.0,4.0,5.0,5.0,5.0,OK,Dealer,4
216,2022,Honda,Accord Hybrid Base,New,32559.0,5.0,5,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,electronic continuously variable,4 Cylinder Engine,1HGCV3F29NA040413,22046,5.0,4.9,5.0,5.0,4.9,4.9,5.0,OK,Dealer,5
217,2022,Honda,Civic Sport,New,25044.0,4.6,5,Meteorite Gray Metallic,Black,Front-wheel Drive,Gasoline,continuously variable (m cvt),4 Cylinder Engine,2HGFE2F59NH608436,22034,5.0,4.6,4.9,4.4,4.6,4.6,4.7,OK,Dealer,4
218,2023,Honda,Ridgeline RTL-E,New,44695.0,4.8,2503,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB020854,H3020854,0.0,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer,4
219,2023,Honda,Odyssey Elite,New,51160.0,4.5,1691,Radiant Red Metallic II,–,Front-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FNRL6H95PB022236,PB022236,5.0,5.0,5.0,4.0,4.0,4.0,5.0,TX,Dealer,4
220,2023,Honda,Ridgeline RTL-E,New,44420.0,4.5,1691,Platinum White Pearl,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB017529,PB017529,14.0,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer,4
222,2023,Honda,Ridgeline RTL-E,New,45537.0,5.0,2291,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F72PB006565,PB006565,5.0,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer,5
223,2023,Honda,Ridgeline RTL-E,New,42869.0,5.0,2291,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F79PB011486,PB011486,5.0,5.0,4.8,4.8,4.2,5.0,5.0,TX,Dealer,5
224,2022,Honda,Pilot Touring 7-Passenger,New,48860.0,5.0,1551,Platinum White Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H60NB098517,220724,10.0,5.0,5.0,5.0,5.0,5.0,5.0,NE,Dealer,5
225,2023,Honda,Ridgeline RTL,New,43470.0,4.7,1362,Radiant Red Metallic II,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB010070,A7000600,5.0,5.0,4.8,4.8,4.2,5.0,5.0,MO,Dealer,4
227,2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,2231,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F22NA041080,221996,0.0,4.9,5.0,5.0,4.9,4.9,5.0,MN,Dealer,5
228,2023,Honda,Ridgeline RTL,New,43470.0,4.8,13,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F53PB014754,H13479,1.0,5.0,4.8,4.8,4.2,5.0,5.0,IA,Dealer,4
229,2022,Honda,Pilot EX-L,New,43605.0,5.0,13,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H52NB097330,H13432,6.0,5.0,5.0,5.0,5.0,5.0,5.0,IA,Dealer,5
230,2022,Honda,Pilot Special Edition,New,40666.0,5.0,7,Deep Scarlet Pearl,Beige,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H27NB101202,25764,4.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,5
231,2022,Honda,Pilot TrailSport,New,42435.0,5.0,7,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H8XNB100436,25746,4.0,5.0,5.0,5.0,5.0,5.0,5.0,LA,Dealer,5
233,2023,Honda,CR-V EX,New,33250.0,4.7,7,Platinum White Pearl,–,All-wheel Drive,Gasoline,1-Speed CVT with Overdrive,1.5L I4 16V GDI DOHC Turbo,2HKRS4H49PH406436,25775,2.0,5.0,5.0,5.0,4.0,4.0,5.0,LA,Dealer,4
235,2022,Honda,Accord Hybrid Sport,New,34555.0,4.7,328,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA048125,224050,12.0,4.9,5.0,5.0,4.9,4.9,5.0,LA,Dealer,4
236,2022,Honda,Pilot Sport,New,39995.0,4.6,1607,Crystal Black Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB092909,NB092909,10.0,5.0,5.0,5.0,5.0,5.0,5.0,TN,Dealer,4
237,2023,Honda,CR-V Hybrid Sport Touring,New,40988.0,5.0,1516,Still Night Pearl,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H95PH800118,23051,5.0,5.0,3.0,4.0,4.0,5.0,5.0,LA,Dealer,5
239,2023,Honda,HR-V EX-L,New,31040.0,4.8,1889,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,3CZRZ2H76PM727526,E10083,0.0,4.0,5.0,4.0,5.0,5.0,5.0,IL,Dealer,4
240,2022,Honda,Pilot TrailSport,New,46500.0,4.7,436,Platinum White Pearl,Nh-883p/Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H89NB077604,P19307,7.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
241,2022,Honda,Pilot Sport,New,41770.0,4.6,1874,Sonic Gray Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB087940,NB087940,5.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
242,2022,Honda,Pilot TrailSport,New,46105.0,4.6,1874,Crystal Black Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB070246,NB070246,862.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
243,2022,Honda,Pilot Black Edition,New,53560.0,4.6,1874,Platinum White Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H72NB078097,NB078097,5.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,4
244,2022,Honda,Passport Elite,New,50125.0,4.6,1874,Crystal Black Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H02NB019193,NB019193,5.0,5.0,5.0,4.9,5.0,4.9,5.0,IL,Dealer,4
245,2023,Honda,Ridgeline Black Edition,New,47920.0,4.7,739,Sonic Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI SOHC,5FPYK3F85PB010845,C17635,1.0,5.0,4.8,4.8,4.2,5.0,5.0,IL,Dealer,4
249,2022,Honda,Accord Hybrid Sport,New,32158.0,3.0,2142,Sonic Gray Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA028031,41743-13,6.0,4.9,5.0,5.0,4.9,4.9,5.0,OH,Dealer,3
250,2023,Honda,CR-V EX-L,New,37055.0,4.9,511,Meteorite,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H72PE013035,J2730,0.0,5.0,5.0,5.0,4.0,4.0,5.0,OH,Dealer,4
251,2022,Honda,Accord Hybrid Sport,New,31560.0,4.5,1732,Platinum White Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA046366,496429,12.0,4.9,5.0,5.0,4.9,4.9,5.0,GA,Dealer,4
253,2023,Honda,Odyssey EX-L,New,41486.0,4.6,1100,Blue,Gray,Front-wheel Drive,Gasoline,–,3.5L V6 24V GDI SOHC,5FNRL6H61PB035040,HA24942,5.0,5.0,5.0,4.0,4.0,4.0,5.0,MI,Dealer,4
